pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_cognitive_and_capability_pro_sp__attr_domain_specific_overlays_partne__a6c295f782a8,attr_cognitive_and_capability_pro__spouse_diploma_ged_or_other__78bfe606e7,attr_domain_specific_overlays__partner_diploma_ged_or_other__df3a4c88be,"spouse diploma, ged, or other","partner diploma, ged, or other",Cognitive & Capability Profile,Domain-Specific Overlays,cognitive and capability profile,uncategorized candidate,0.7488,0.8475,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7301,alias_of,merge,symmetric,0.9,"Both measure partner/spouse diploma or GED status, same construct with different category labels.",openai,gpt-4.1-mini,0.8277
pair_attr_life_context_and_constraints_le__attr_life_context_and_constraints_re__f530293e83cd,attr_life_context_and_constraints__leaves_time_for_leisure__2ea64b2ccb,attr_life_context_and_constraints__respondent_s_job_leaves_much_leisure_time__635579c159,leaves time for leisure,respondent's job leaves much leisure time,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7021,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7301,alias_of,merge,symmetric,0.9,"Both measure leisure time left by job, same construct phrased differently.",openai,gpt-4.1-mini,0.7991
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__d881e9c630c6,attr_worldview_beliefs_and_attitu__how_often_does_r_take_part_in_relig_activities__73d539350a,attr_worldview_beliefs_and_attitu__how_often_r_attends_religious_services__e3635fb92c,how often does r take part in relig activities,how often r attends religious services,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,religiosity and spiritual beliefs,0.8525,0.619,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.73,alias_of,merge,symmetric,0.95,"Both measure frequency of religious activity attendance, same construct phrased differently.",openai,gpt-4.1-mini,0.847
pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_pe__ecf060b80075,attr_worldview_beliefs_and_attitu__can_people_be_trusted__1a9bea2adb,attr_worldview_beliefs_and_attitu__people_can_be_trusted_or_cant_be_too_careful__bdf2e4627d,can people be trusted,people can be trusted or cant be too careful,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.8307,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.73,alias_of,merge,symmetric,0.9,"Both measure trust in people, one phrased as question, other as statement. Same construct.",openai,gpt-4.1-mini,0.8252
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__d50c109b78c5,attr_demographics_and_population__is_11th_person_visitor_staying_elsewhere_now__0b46ece631,attr_demographics_and_population__is_8th_person_staying_somewhere_else_now__2bed7ab549,is 11th person (visitor) staying elsewhere now?,is 8th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7926,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7298,alias_of,merge,symmetric,0.9,"Both measure if person is staying elsewhere now, different person numbers but same construct.",openai,gpt-4.1-mini,0.8262
pair_attr_personality_traits_feel_that_ot__attr_personality_traits_feel_that_pe__8f9517e2be06,attr_personality_traits__feel_that_other_people_are_out_to_get_me__7baf7d07c8,attr_personality_traits__feel_that_people_are_against_me__ead6fbced8,Feel that other people are out to get me.,Feel that people are against me.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7971,0.7397,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7297,alias_of,merge,symmetric,0.9,"Both measure feeling others are against self, same construct phrased differently.",openai,gpt-4.1-mini,0.826
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__e408a43f3754,attr_demographics_and_population__is_10th_person_staying_somewhere_else_now__7faa07687e,attr_demographics_and_population__is_13th_person_visitor_staying_elsewhere_now__5335e437ae,is 10th person staying somewhere else now?,is 13th person (visitor) staying elsewhere now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.786,0.764,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7297,alias_of,merge,symmetric,0.9,"Both measure if person is staying elsewhere now, different person numbers but same construct.",openai,gpt-4.1-mini,0.8263
pair_attr_personality_traits_am_not_consi__attr_personality_traits_don_t_consid__76fefa96382a,attr_personality_traits__am_not_considered_attractive_by_others__4ff17451bd,attr_personality_traits__don_t_consider_myself_attractive__18d0988f78,Am not considered attractive by others.,Don't consider myself attractive.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8301,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7296,alias_of,merge,symmetric,0.9,"Both measure self-perceived attractiveness, same construct phrased differently.",openai,gpt-4.1-mini,0.825
pair_attr_personality_traits_am_open_to_i__attr_personality_traits_am_open_to_n__c6eac2dafaaf,attr_personality_traits__am_open_to_ideas__b6151689c0,attr_personality_traits__am_open_to_new_experiences__932dca01ed,Am open to ideas.,Am open to new experiences.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8232,0.6818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7296,alias_of,merge,symmetric,0.9,"Both measure openness to ideas/experiences, same construct phrased differently.",openai,gpt-4.1-mini,0.8252
pair_attr_personality_traits_love_to_refl__attr_personality_traits_spend_time_r__9a67430a6c0a,attr_personality_traits__love_to_reflect_on_things__add0a52224,attr_personality_traits__spend_time_reflecting_on_things__abd8c26c7b,Love to reflect on things.,Spend time reflecting on things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7882,0.7586,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7296,alias_of,merge,symmetric,0.9,"Both measure reflecting on things, same construct phrased differently.",openai,gpt-4.1-mini,0.8262
pair_attr_personality_traits_seek_to_be_t__attr_personality_traits_want_to_be_t__02c375ba8b0b,attr_personality_traits__seek_to_be_the_best__2e9d5a6b1e,attr_personality_traits__want_to_be_the_very_best__10dbeb5445,Seek to be the best.,Want to be the very best.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8097,0.7111,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7295,alias_of,merge,symmetric,0.95,"Both measure the same construct of striving to be the best, near duplicates.",openai,gpt-4.1-mini,0.848
pair_attr_personality_traits_avoid_callin__attr_personality_traits_don_t_call_a__3cca881b8db8,attr_personality_traits__avoid_calling_attention_to_my_weaknesses__eb7e6658d6,attr_personality_traits__don_t_call_attention_to_myself__228687479b,Avoid calling attention to my weaknesses.,Don't call attention to myself.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8165,0.6944,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7291,alias_of,merge,symmetric,0.95,Avoid calling attention to weaknesses and don't call attention to myself measure same construct.,openai,gpt-4.1-mini,0.8476
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__cc5a438b304d,attr_life_context_and_constraints__how_many_hours_spent_in_education__8cdc17ebf1,attr_life_context_and_constraints__how_many_hours_spent_in_human_services__f8b78b563b,how many hours spent in education,how many hours spent in human services,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7984,0.7324,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7286,not_related,unsure,none,0,,openai,gpt-4.1-mini,0.4203
pair_attr_personality_traits_follow_other__attr_personality_traits_follow_the_c__42ed8b2dc647,attr_personality_traits__follow_others__d9b6903478,attr_personality_traits__follow_the_crowd__a29d215fc2,Follow others.,Follow the crowd.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7793,0.7742,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7286,alias_of,merge,symmetric,0.95,Follow others and follow the crowd measure the same construct.,openai,gpt-4.1-mini,0.8484
pair_attr_demographics_and_population_pri__attr_worldview_beliefs_and_attitu_in__a4987147d9c0,attr_demographics_and_population__primal_belief_11_instead_of_cooperative_the_world_is_a__5f85bcbaf4,attr_worldview_beliefs_and_attitu__instead_of_being_cooperative_the_world_is_a_cut_throat__fdf3c37b2f,"Primal belief #11: Instead of cooperative, the world is a cut-throat and competitive place.","Instead of being cooperative, the world is a cut-throat and competitive place.",Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,primal world beliefs,0.798,0.8521,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7285,duplicate_of,merge,symmetric,0.95,Both measure same primal belief about world being cut-throat and competitive.,openai,gpt-4.1-mini,0.8458
pair_attr_life_context_and_constraints_gi__attr_life_context_and_constraints_wi__98a1bb33d89a,attr_life_context_and_constraints__give_kid_prozac_if_is_hostile__7d4dd05c87,attr_life_context_and_constraints__will_give_kid_med_because_kid_is_hostile__339d75daec,give kid prozac if is hostile,will give kid med because kid is hostile,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8276,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7283,duplicate_of,merge,symmetric,0.95,"Both measure giving kid medication due to hostility, same construct.",openai,gpt-4.1-mini,0.8467
pair_attr_domain_specific_overlays_who_wo__attr_domain_specific_overlays_who_yo__645a4776e18d,attr_domain_specific_overlays__who_would_r_have_voted_for_1988_election__6a8610e905,attr_domain_specific_overlays__who_you_would_have_voted_for__af50f4812b,who would r have voted for-1988 election,who you would have voted for,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8052,0.7059,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7282,duplicate_of,merge,symmetric,0.95,"Both measure who respondent would have voted for, same construct.",openai,gpt-4.1-mini,0.8475
pair_attr_demographics_and_population_wom__attr_worldview_beliefs_and_attitu_wo__9e61751cffb2,attr_demographics_and_population__women_not_suited_for_politics__7af43394d6,attr_worldview_beliefs_and_attitu__women_not_suited_for_politics_with_volunteered_respons__a78d88f287,women not suited for politics,women not suited for politics (with volunteered response on web),Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,worldview beliefs and attitudes,0.7669,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7282,duplicate_of,merge,symmetric,0.95,"Both measure belief women not suited for politics, same construct.",openai,gpt-4.1-mini,0.8485
pair_attr_life_context_and_constraints_x__attr_life_context_and_constraints_x__3c89c70cc0d9,attr_life_context_and_constraints__x_should_be_admitted_to_be_hospitalized_for_treatment__a37e1e9806,attr_life_context_and_constraints__x_should_be_forced_to_go_to_mental_hospital_by_law__31d012a6dc,x should be admitted to be hospitalized for treatment by law,x should be forced to go to mental hospital by law,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.841,0.6364,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7281,duplicate_of,merge,symmetric,0.95,"Both measure legal hospitalization/forced mental hospital, same construct.",openai,gpt-4.1-mini,0.8462
pair_attr_life_context_and_constraints_he__attr_life_context_and_constraints_he__b5c93b08adb1,attr_life_context_and_constraints__heard_job_from_acquaintances__1328f7b897,attr_life_context_and_constraints__heard_job_from_one_already_worked_there__26255cc426,heard job from acquaintances,heard job from one already worked there,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8723,0.5672,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.728,duplicate_of,merge,symmetric,0.9,"Both measure hearing job info from acquaintances, same construct.",openai,gpt-4.1-mini,0.8227
