pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_personality_traits_am_quick_to__attr_personality_traits_am_willing_t__16935d064d68,attr_personality_traits__am_quick_to_admit_making_a_mistake__c3c30cb828,attr_personality_traits__am_willing_to_admit_it_when_i_make_a_mistake__200d0852f4,Am quick to admit making a mistake.,Am willing to admit it when I make a mistake.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.842,0.7,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7445,duplicate_of,merge,symmetric,0.95,"Both about admitting mistakes, essentially same personality construct.",0.856,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_desire__attr_worldview_beliefs_and_attitu_de__9c6202703022,attr_domain_specific_overlays__desire_to_be_closer_to_god__8dcde099d6,attr_worldview_beliefs_and_attitu__desire_to_be_closer_to_god__fe22f3515e,desire to be closer to god,desire to be closer to god,Domain-Specific Overlays,"Worldview, Beliefs & Attitudes",uncategorized candidate,worldview beliefs and attitudes,0.7023,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7427,alias_of,merge,symmetric,0.95,Both attributes have identical label and definition indicating same construct.,0.8591,openai,gpt-4.1-mini
pair_attr_demographics_and_population_ame__attr_demographics_and_population_ame__58fe20bbe1ac,attr_demographics_and_population__american_indian_and_alaska_native_recode_american_indi__6190d3ae14,attr_demographics_and_population__american_indian_or_alaska_native__6786ba8f4f,American Indian and Alaska Native recode (American Indian and Alaska Native alone or in combination with one or more other races),american indian or alaska native,Demographics & Population Grounding,Demographics & Population Grounding,core demographics race ethnicity citizenship nativity and ancestry,demographic variables,0.7923,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7422,alias_of,merge,symmetric,0.95,American Indian and Alaska Native recode and american indian or alaska native are aliases measuring same construct.,0.8561,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_at__attr_worldview_beliefs_and_attitu_at__976971bc073d,attr_worldview_beliefs_and_attitu__attend_religious_events_during_the_last_week__bcbba07381,attr_worldview_beliefs_and_attitu__attended_religious_services_last_monday__8710cb8320,attend religious events during the last week,attended religious services last monday,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.8601,0.6506,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7421,alias_of,merge,symmetric,0.95,Attend religious events last week and attended religious services last Monday are aliases measuring same construct.,0.8541,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_lo__attr_life_context_and_constraints_r__5ac3c2bb0ee9,attr_life_context_and_constraints__look_up_health_information_online_in_past_12_months__abcdbf02e1,attr_life_context_and_constraints__r_use_web_for_health_information_in_past_12_mon__01795422bd,look up health information online in past 12 months,r use web for health information in past 12 mon,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8218,0.7347,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7421,alias_of,merge,symmetric,0.95,Looking up health info online and using web for health info in past 12 months are aliases.,0.8552,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_charac__attr_personality_traits_perseverance__841c03e9bef7,attr_domain_specific_overlays__character_perseverance__674c238695,attr_personality_traits__perseverance__27935a4dd9,Character: Perseverance,Perseverance,Domain-Specific Overlays,Personality Traits,uncategorized candidate,facet map personality facets,0.7281,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.742,alias_of,merge,symmetric,0.95,"Both measure perseverance; one is a character overlay, the other a personality trait facet; same construct.",0.8569,openai,gpt-4.1-mini
pair_attr_demographics_and_population_mar__attr_social_identity_relationship_ma__413dc55816a5,attr_demographics_and_population__marital_status__b948302ff2,attr_social_identity_relationship__marital_status__7b352973ae,marital status,Marital status,Demographics & Population Grounding,"Social Identity, Relationships & Community",demographic variables,family relationship marital status fertility and caregiving,0.7118,1.0,0.6675,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7416,alias_of,merge,symmetric,0.95,Same attribute 'marital status' in different categories; same construct.,0.8578,openai,gpt-4.1-mini
pair_attr_personality_traits_am_a_pessimi__attr_personality_traits_am_an_eterna__8e5a916df0b5,attr_personality_traits__am_a_pessimistic_person__91b90401a1,attr_personality_traits__am_an_eternal_pessimist__51035d0e35,Am a pessimistic person.,Am an eternal pessimist.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8702,0.625,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7413,alias_of,merge,symmetric,0.95,Same personality trait described differently; same construct.,0.8532,openai,gpt-4.1-mini
pair_attr_personality_traits_am_often_lat__attr_personality_traits_often_arrive__254f8703b1e0,attr_personality_traits__am_often_late__1549681fd1,attr_personality_traits__often_arrive_late__ee177d3822,Am often late.,Often arrive late.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8416,0.6875,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7412,alias_of,merge,symmetric,0.95,Same personality item phrased differently; same construct.,0.854,openai,gpt-4.1-mini
pair_attr_personality_traits_jump_into_th__attr_personality_traits_rush_into_th__51d43578a703,attr_personality_traits__jump_into_things__61569aacce,attr_personality_traits__rush_into_things__acf56d745e,Jump into things.,Rush into things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.779,0.8235,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,alias_of,merge,symmetric,0.95,Jump into things and rush into things are semantically equivalent constructs.,0.8557,openai,gpt-4.1-mini
pair_attr_personality_traits_get_excited__attr_personality_traits_get_excited__8dd5f9d6b018,attr_personality_traits__get_excited_by_new_ideas__f879924339,attr_personality_traits__get_excited_when_i_learn_new_things__8681b2dcde,Get excited by new ideas.,Get excited when I learn new things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8547,0.6557,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7404,alias_of,merge,symmetric,0.95,Both describe excitement about new ideas or learning; semantically equivalent.,0.8532,openai,gpt-4.1-mini
pair_attr_personality_traits_am_afraid_of__attr_personality_traits_am_afraid_of__19aff353d4ba,attr_personality_traits__am_afraid_of_many_things__da0681d71e,attr_personality_traits__am_afraid_of_more_things_than_others_are__de317cea3a,Am afraid of many things.,Am afraid of more things than others are.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8496,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7404,alias_of,merge,symmetric,0.95,Both describe fearfulness; semantically equivalent.,0.8533,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__815d959f67b3,attr_life_context_and_constraints__how_much_ought_unskilled_worker_make__de0a621903,attr_life_context_and_constraints__how_much_r_thinks_unskilled_wrkr_makes__363bee6f14,how much ought unskilled worker make?,how much r thinks unskilled wrkr makes,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7889,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7403,alias_of,merge,symmetric,0.95,How much ought unskilled worker make and how much r thinks unskilled worker makes are semantically equivalent.,0.8551,openai,gpt-4.1-mini
pair_attr_personality_traits_love_to_refl__attr_personality_traits_take_time_to__d8aa6a56ba33,attr_personality_traits__love_to_reflect_on_things__add0a52224,attr_personality_traits__take_time_to_reflect_on_things__70abed37f4,Love to reflect on things.,Take time to reflect on things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7857,0.807,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7403,alias_of,merge,symmetric,0.95,Love to reflect on things and take time to reflect on things are semantically equivalent.,0.8552,openai,gpt-4.1-mini
pair_attr_personality_traits_often_enjoy__attr_personality_traits_take_pleasur__44eadd98e9c3,attr_personality_traits__often_enjoy_watching_others_suffer__8e2e21e333,attr_personality_traits__take_pleasure_in_watching_people_suffer__8e99ec35b8,Often enjoy watching others suffer.,Take pleasure in watching people suffer.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8613,0.64,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7401,alias_of,merge,symmetric,0.95,Both measure same construct of enjoying watching others suffer.,0.8528,openai,gpt-4.1-mini
pair_attr_personality_traits_felt_like_i__attr_personality_traits_often_feel_d__f91edac1aac7,attr_personality_traits__felt_like_i_was_disconnected_from_my_body__0a63673054,attr_personality_traits__often_feel_disconnected_from_my_own_body__cffa8c4807,Felt like I was disconnected from my body.,Often feel disconnected from my own body.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8234,0.7229,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.74,alias_of,merge,symmetric,0.95,"Both measure feeling disconnected from own body, same construct.",0.8539,openai,gpt-4.1-mini
pair_attr_demographics_and_population_pri__attr_worldview_beliefs_and_attitu_it__9af30d0de6f4,attr_demographics_and_population__primal_belief_02_it_often_feels_like_events_are_happen__05c0d2d18c,attr_worldview_beliefs_and_attitu__it_often_feels_like_events_are_happening_in_order_to_h__a4e8e0371b,Primal belief #02: It often feels like events are happening in order to help me in some way.,It often feels like events are happening in order to help me in some way.,Demographics & Population Grounding,"Worldview, Beliefs & Attitudes",demographic variables,primal world beliefs,0.8039,0.8848,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.74,alias_of,merge,symmetric,0.95,"Same statement about events happening to help, just different category labels.",0.8525,openai,gpt-4.1-mini
pair_attr_personality_traits_expect_the_w__attr_personality_traits_usually_expe__a19d187b456c,attr_personality_traits__expect_the_worst_to_happen__700babef0e,attr_personality_traits__usually_expect_bad_things_to_happen__ea6006de58,Expect the worst to happen.,Usually expect bad things to happen.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8488,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7399,alias_of,merge,symmetric,0.95,"Both measure expecting bad things to happen, same construct.",0.8531,openai,gpt-4.1-mini
pair_attr_values_goals_and_motivations_ac__attr_values_goals_and_motivations_va__ec8a240086e7,attr_values_goals_and_motivations__achievement__c4426d96db,attr_values_goals_and_motivations__value_achievement__e97c306008,Achievement,Value: Achievement,"Values, Goals & Motivations","Values, Goals & Motivations",schwartz values,values goals and motivations,0.7242,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7398,alias_of,merge,symmetric,0.95,Achievement value and value achievement measure same construct.,0.8558,openai,gpt-4.1-mini
pair_attr_personality_traits_feel_that_i__attr_personality_traits_feel_that_my__7cd027a11969,attr_personality_traits__feel_that_i_am_too_fat__6451f4d476,attr_personality_traits__feel_that_my_body_is_too_large__77664b2ee6,Feel that I am too fat.,Feel that my body is too large.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8478,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7394,alias_of,merge,symmetric,0.95,Feeling too fat and body too large measure same construct.,0.8528,openai,gpt-4.1-mini
pair_attr_personality_traits_follow_direc__attr_personality_traits_follow_order__0565c9022e57,attr_personality_traits__follow_directions__0dc76e08d4,attr_personality_traits__follow_orders__3de6f6c909,Follow directions.,Follow orders.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8662,0.625,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7391,alias_of,merge,symmetric,0.95,Follow directions and follow orders measure the same construct of compliance or obedience.,0.852,openai,gpt-4.1-mini
pair_attr_personality_traits_have_had_int__attr_personality_traits_have_intense__059ed22ce542,attr_personality_traits__have_had_intense_religious_experiences__f0c9457e83,attr_personality_traits__have_intense_religious_experiences_which_influence_me__f1d5915639,Have had intense religious experiences.,Have intense religious experiences which influence me in a strong manner.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8629,0.625,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7373,alias_of,merge,symmetric,0.95,Both measure intense religious experiences with similar meaning.,0.8511,openai,gpt-4.1-mini
