pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model,edge_weight
pair_attr_demographics_and_population_mot__attr_demographics_and_population_mot__1b0f134f0f82,attr_demographics_and_population__mother_vs_father_care_for_child__c440ed24ca,attr_demographics_and_population__mother_vs_father_provide_financially__bcca7d3f0e,mother vs father care for child,mother vs father provide financially,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8413,0.6866,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Mother vs father care and financial support are different constructs; related but distinct.,0.8313,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_is__attr_demographics_and_population_is__52a2f42dd38e,attr_demographics_and_population__is_11th_person_visitor_staying_elsewhere_now__0b46ece631,attr_demographics_and_population__is_9th_person_staying_somewhere_else_now__e875b46bf0,is 11th person (visitor) staying elsewhere now?,is 9th person staying somewhere else now?,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8126,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Both about staying elsewhere but different persons; related but distinct.,0.8322,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_fi__attr_life_context_and_constraints_th__9266378ea7e2,attr_life_context_and_constraints__first_mention_of_problem__89d5695a5e,attr_life_context_and_constraints__third_mention_to_help_problem__e0d8c717f5,first mention of problem,third mention to help problem,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8103,0.7547,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,First mention vs third mention of problem are distinct temporal points; related but distinct.,0.8322,openai,gpt-4.1-mini,0.522
pair_attr_values_goals_and_motivations_es__attr_worldview_beliefs_and_attitu_es__f561f4456052,attr_values_goals_and_motivations__estimated_value_contributed_in_political_org_etc__b947d08149,attr_worldview_beliefs_and_attitu__estimated_value_contributed_in_religious_org__6970dd9174,estimated value contributed in political org. etc,estimated value contributed in religious org,"Values, Goals & Motivations","Worldview, Beliefs & Attitudes",values goals and motivations,religiosity and spiritual beliefs,0.7819,0.8172,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.85,Estimated value contributed in political org vs religious org are related but distinct contexts.,0.8106,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__486f2aac1df3,attr_worldview_beliefs_and_attitu__number_of_shawn_r_trust__96bfe687cb,attr_worldview_beliefs_and_attitu__number_ofmark_r_trust__6880285045,number of shawn r trust,number ofmark r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.7815,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Number of people r trusts but different individuals; related but distinct.,0.8331,openai,gpt-4.1-mini,0.522
pair_attr_personality_traits_use_my_looks__attr_personality_traits_use_sex_to_g__e9cb52e07455,attr_personality_traits__use_my_looks_to_get_what_i_want__7d83b8261a,attr_personality_traits__use_sex_to_get_what_i_want__e58d9909bf,Use my looks to get what I want.,Use sex to get what I want.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7682,0.8475,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Using looks vs using sex to get what one wants are related but distinct constructs.,0.8335,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_rac__attr_demographics_and_population_reg__53527fcefe26,attr_demographics_and_population__race_of_murder_victim_closest_to_r__b43512e170,attr_demographics_and_population__region_of_murder_victim_3rd_closest_to_r__e34fa1cd01,race of murder victim closest to r,region of murder victim 3rd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7603,0.8649,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.85,Race vs region of murder victim are different attributes; related but distinct.,0.8113,openai,gpt-4.1-mini,0.493
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__5c5bb6f2c380,attr_domain_specific_overlays__number_of_keith_r_is_acquainted_with__eb90bf925c,attr_domain_specific_overlays__number_of_lawyer_r_is_acquainted_with__26c5a41994,number of keith r is acquainted with,number of lawyer r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7549,0.8767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Number of acquaintances but different individuals; related but distinct.,0.8339,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__5699ff50f3fc,attr_domain_specific_overlays__number_of_lawyer_r_is_acquainted_with__26c5a41994,attr_domain_specific_overlays__number_of_shawn_r_is_acquainted_with__48b3d17bbd,number of lawyer r is acquainted with,number of shawn r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7424,0.9041,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7408,related_but_distinct,keep_separate,none,0.9,Number of acquaintances but different individuals; related but distinct.,0.8343,openai,gpt-4.1-mini,0.522
pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__6b6bc2e4862b,attr_social_identity_relationship__number_of_asian_family_member__919b1bcf64,attr_social_identity_relationship__number_of_asian_in_neighborhood__ce56ad49aa,number of asian family member,number of asian in neighborhood,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.8351,0.7,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,Number of asian family members vs in neighborhood are related but distinct.,0.8315,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_sc__attr_worldview_beliefs_and_attitu_sc__17232c517fd2,attr_worldview_beliefs_and_attitu__school_subjects_concern_for_others__59984bd215,attr_worldview_beliefs_and_attitu__school_subjects_respect_for_authority__9af268e887,school subjects: concern for others,school subjects: respect for authority,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8295,0.7123,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,School subjects concern for others vs respect for authority are distinct constructs.,0.8316,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_how_im__attr_domain_specific_overlays_how_im__bd18575f6c2f,attr_domain_specific_overlays__how_important_to_have_been_born_in_america__aa8061d76a,attr_domain_specific_overlays__how_important_to_have_lived_in_america_for_life__94c070a2b6,how important to have been born in america,how important to have lived in america for life,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.806,0.764,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,Importance of being born in America vs lived in America for life are related but distinct.,0.8323,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__e8427396b71a,attr_life_context_and_constraints__r_belongs_to_more_than_one_labor_unions__b3381f5302,attr_life_context_and_constraints__r_belongs_to_more_than_one_school_fraternities__ec05b6fd4f,r belongs to more than one labor unions,r belongs to more than one school fraternities,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8003,0.7765,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,Belonging to labor unions vs school fraternities are different groups; related but distinct.,0.8325,openai,gpt-4.1-mini,0.522
pair_attr_behavioral_patterns_and_pref_ho__attr_behavioral_patterns_and_pref_ho__a113cf032175,attr_behavioral_patterns_and_pref__how_often_does_r_contact_cousin__81313838d0,attr_behavioral_patterns_and_pref__how_often_does_r_contact_god_parents__67988d8c46,how often does r contact cousin,how often does r contact god-parents,Behavioral Patterns & Preferences,Behavioral Patterns & Preferences,behavioral patterns and preferences,behavioral patterns and preferences,0.7869,0.806,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,Frequency of contact with different relatives; related but distinct.,0.8329,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__4fb9e4b1ad72,attr_worldview_beliefs_and_attitu__number_of_asian_r_trust__ba0bb0cfc6,attr_worldview_beliefs_and_attitu__number_of_shawn_r_trust__96bfe687cb,number of asian r trust,number of shawn r trust,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.758,0.8696,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7407,related_but_distinct,keep_separate,none,0.9,Number of asian r trusts vs number of shawn r trusts are different individuals; related but distinct.,0.8338,openai,gpt-4.1-mini,0.522
pair_attr_personality_traits_self_confide__attr_personality_traits_self_suffici__a4de18a59b95,attr_personality_traits__self_confidence__efa94de7a7,attr_personality_traits__self_sufficiency__bb8e85011f,Self-confidence,Self-sufficiency,Personality Traits,Personality Traits,ipip personality scales,ipip personality scales,0.8598,0.6452,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7406,related_but_distinct,keep_separate,none,0.9,Self-confidence and self-sufficiency are related but distinct personality constructs.,0.8307,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_would__attr_domain_specific_overlays_would__a31480af638c,attr_domain_specific_overlays__would_r_have_child_be_on_med_by_hospital_staff__cbf1d9e4f1,attr_domain_specific_overlays__would_r_have_child_be_on_medication_by_fam_advice__045d7a54c4,would r have child be on med by hospital staff,would r have child be on medication by fam advice,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8373,0.6947,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7406,related_but_distinct,keep_separate,none,0.9,Willingness to have child on medication by hospital staff vs family advice are related but distinct.,0.8313,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__16831623992a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group2__8f46c0cfe7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__608868606e,how many years r born a member of other group2,how many years r born a member of professional society2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8201,0.7327,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7406,related_but_distinct,keep_separate,none,0.9,Years born member of different groups; related but distinct.,0.8319,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_poi__attr_demographics_and_population_poi__59340e97e9e2,attr_demographics_and_population__points_assigned_to_asian_american__3ed6b6a359,attr_demographics_and_population__points_assigned_to_other__6b5fbb9b2c,points assigned to asian american,points assigned to other,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8181,0.7368,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7406,related_but_distinct,keep_separate,none,0.9,Points assigned to different demographic groups; related but distinct.,0.8319,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__0f2ac7e5f788,attr_life_context_and_constraints__how_many_r_belongs_to_fraternal_groups__c43ceb5dd1,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups2__faf8745114,how many r belongs to fraternal groups,how many yrs r been a member of fraternal groups2,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8082,0.7586,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7406,related_but_distinct,keep_separate,none,0.9,Number of members vs years been member of fraternal groups; related but distinct.,0.8322,openai,gpt-4.1-mini,0.522
