source_final_attribute_id,target_final_attribute_id,source_label,target_label,relation_type,edge_weight,max_llm_confidence,supporting_pair_count,supporting_pair_ids_json
attr_personality_traits__read_slowly__3bf34038bc,attr_personality_traits__speak_slowly__d069d2d826,Read slowly.,Speak slowly.,related_but_distinct,0.522,0.9,1,"[""pair_attr_personality_traits_read_slowly__attr_personality_traits_speak_slowly__37678d246ae3""]"
attr_life_context_and_constraints__service_club1_meets_in_this_area__b07363beda,attr_life_context_and_constraints__sport_club2_meets_in_this_area__2e02abed52,service club1 meets in this area,sport club2 meets in this area,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_se__attr_life_context_and_constraints_sp__e15864a716a4""]"
attr_life_context_and_constraints__how_long_r_wait_treatment_climbing_stairs__c61df87e02,attr_life_context_and_constraints__how_long_r_wait_treatment_moderate_activity__79045570fe,how long r wait treatment climbing stairs,how long r wait treatment moderate activity,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__f2da2b02c050""]"
attr_worldview_beliefs_and_attitu__religious_extremists_should_be_allowed_to_hold_public__44be330e97,attr_worldview_beliefs_and_attitu__religious_extremists_should_be_allowed_to_publish_thei__5a6a485b73,religious extremists should be allowed to hold public meeting to express views,religious extremists should be allowed to publish their views on the internet,related_but_distinct,0.493,0.85,1,"[""pair_attr_worldview_beliefs_and_attitu_re__attr_worldview_beliefs_and_attitu_re__7dc5dd1913e7""]"
attr_cognitive_and_capability_pro__familiarity_ecology__e3db8871ab,attr_cognitive_and_capability_pro__familiarity_psychology__a7db4cca76,Familiarity: Ecology,Familiarity: Psychology,related_but_distinct,0.522,0.9,1,"[""pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__9847a00a9a89""]"
attr_life_context_and_constraints__military_group2_meets_in_this_area__ac98e67c77,attr_life_context_and_constraints__other_group3_meets_in_this_area__d34302c726,military group2 meets in this area,other group3 meets in this area,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_mi__attr_life_context_and_constraints_ot__601d8b56e1b4""]"
attr_life_context_and_constraints__veteran_group4_meets_in_this_area__919d7c3336,attr_life_context_and_constraints__youth_group4_meets_in_this_area__36199121a3,veteran group4 meets in this area,youth group4 meets in this area,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ve__attr_life_context_and_constraints_yo__f4c5047a52fe""]"
attr_life_context_and_constraints__done_volunteer_work_in_informal_alone__1f0aa06d22,attr_life_context_and_constraints__done_volunteer_work_in_recreation_adults__ed6d155402,done volunteer work in informal-alone,done volunteer work in recreation adults,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_do__df7baa187ec8""]"
attr_personality_traits__dislike_imperfect_work__78fc2baaf7,attr_personality_traits__dislike_work__16ba03e2a6,Dislike imperfect work.,Dislike work.,related_but_distinct,0.493,0.85,1,"[""pair_attr_personality_traits_dislike_impe__attr_personality_traits_dislike_work__b7eb977c0371""]"
attr_personality_traits__am_easily_excited__af91353f12,attr_personality_traits__am_easily_impressed__8905457b68,Am easily excited.,Am easily impressed.,related_but_distinct,0.493,0.85,1,"[""pair_attr_personality_traits_am_easily_ex__attr_personality_traits_am_easily_im__84a28697e459""]"
attr_life_context_and_constraints__informal_group5_meets_in_this_area__7b1f1fdf0f,merged_attr_fab44dbd0e73,informal group5 meets in this area,other group1 meets in this area,related_but_distinct,0.522,0.9,2,"[""pair_attr_life_context_and_constraints_in__attr_life_context_and_constraints_ot__ea548d29485e"", ""pair_attr_life_context_and_constraints_in__attr_life_context_and_constraints_ot__e671b48cd3c8""]"
attr_life_context_and_constraints__youth_group2_meets_in_this_area__32f01a0451,attr_worldview_beliefs_and_attitu__church_group2_meets_in_this_area__17aaa9985e,youth group2 meets in this area,church group2 meets in this area,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_yo__attr_worldview_beliefs_and_attitu_ch__5b61f065a8ab""]"
attr_demographics_and_population__does_r_sibling_do_paid_or_unpaid_work__00fc7466a4,attr_life_context_and_constraints__does_r_child_do_paid_or_unpaid_work__87c3c39429,does r sibling do paid or unpaid work?,does r child do paid or unpaid work?,related_but_distinct,0.493,0.85,1,"[""pair_attr_demographics_and_population_doe__attr_life_context_and_constraints_do__97c83129498c""]"
attr_demographics_and_population__sex_of_r_6th_child__8c6bc989b4,attr_demographics_and_population__sex_of_r_7th_sibling__30f3ed19bc,sex of r 6th child,sex of r 7th sibling,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__f86cc3db94e4""]"
attr_worldview_beliefs_and_attitu__in_past_30_days_feel_nervous__50359cfc56,attr_worldview_beliefs_and_attitu__in_past_30_days_feel_worthless__a0710c065d,in past 30 days feel nervous,in past 30 days feel worthless,related_but_distinct,0.493,0.85,1,"[""pair_attr_worldview_beliefs_and_attitu_in__attr_worldview_beliefs_and_attitu_in__0a62e4c8e8a1""]"
attr_cognitive_and_capability_pro__familiarity_industrial_design__2446c45f70,attr_cognitive_and_capability_pro__familiarity_landscape_design__6a93e0f8be,Familiarity: Industrial design,Familiarity: Landscape design,related_but_distinct,0.493,0.85,1,"[""pair_attr_cognitive_and_capability_pro_fa__attr_cognitive_and_capability_pro_fa__dca7b3b48748""]"
attr_demographics_and_population__country__a168e6eea0,attr_demographics_and_population__country_of_family_origin__47a9e9a3f4,Country,country of family origin,broader_than,0.702,0.9,1,"[""pair_attr_demographics_and_population_cou__attr_demographics_and_population_cou__d5e9d0df9281""]"
attr_life_context_and_constraints__done_volunteer_work_in_priv_and_comm_found__b801feb711,attr_life_context_and_constraints__done_volunteer_work_in_recreation_adults__ed6d155402,done volunteer work in priv & comm. found,done volunteer work in recreation adults,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_do__attr_life_context_and_constraints_do__fea65d5706e6""]"
attr_life_context_and_constraints__how_long_r_wait_treatment_lack_of_energy__b4108dc428,attr_life_context_and_constraints__how_long_r_wait_treatment_moderate_activity__79045570fe,how long r wait treatment lack of energy,how long r wait treatment moderate activity,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__5ace5c3cf405""]"
attr_demographics_and_population__sex_before_marriage__65e20aa342,attr_demographics_and_population__sex_before_marriage_teens_14_16__9584e99abc,sex before marriage,sex before marriage:teens 14-16,narrower_than,0.702,0.9,1,"[""pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__03b4c50ef51a""]"
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_hobby_club1__9d8789d79b,merged_attr_cade75bf3f2c,how many years r born a member of hobby club1,how many years r born a member of sports groups1,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__5adf4df7ddab""]"
attr_domain_specific_overlays__death_of_parent__72b9f2b9f5,attr_domain_specific_overlays__death_of_someone_else__f548c59f6f,death of parent,death of someone else,related_but_distinct,0.493,0.85,1,"[""pair_attr_domain_specific_overlays_death__attr_domain_specific_overlays_death__a006291acac5""]"
attr_life_context_and_constraints__1st_mention_cause_of_ner_break_feelings__bdd51f9860,attr_life_context_and_constraints__1st_mention_what_r_did_when_felt_ner_break__9eb687cc8c,1st mention cause of ner. break feelings,1st mention what r did when felt ner. break,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_1s__attr_life_context_and_constraints_1s__63d8bf974bda""]"
attr_life_context_and_constraints__mothers_employment_before_first_grade__a00ea51693,attr_life_context_and_constraints__mothers_employment_when_r_growing_up__1c440bf87d,mothers employment before first grade,mothers employment when r growing up,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_mo__attr_life_context_and_constraints_mo__203c35cfe3f3""]"
attr_social_identity_relationship__number_of_conservative_in_family_member__4f2ca7c518,attr_social_identity_relationship__number_of_conservative_in_voluntary_association__c2c44dd5a2,number of conservative in family member,number of conservative in voluntary association,broader_than,0.702,0.9,1,"[""pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__4d9e67f7a7e0""]"
attr_personality_traits__am_interested_in_my_personal_growth__7dcb383a44,attr_personality_traits__am_interested_in_people__5ccd5eb017,Am interested in my personal growth.,Am interested in people.,related_but_distinct,0.493,0.85,1,"[""pair_attr_personality_traits_am_intereste__attr_personality_traits_am_intereste__9bc573895674""]"
attr_personality_traits__do_not_have_a_good_imagination__f8dd5176c7,merged_attr_7dd94a72470a,Do not have a good imagination.,Have a vivid imagination.,inverse_pole,0.817,0.95,1,"[""pair_attr_personality_traits_do_not_have__attr_personality_traits_have_a_very__5b504f6ae542""]"
merged_attr_ac774a6fadd0,attr_life_context_and_constraints__respondent_s_job_has_flexible_hrs__cac7df1e72,importance of flexible hrs. at work,respondent's job has flexible hrs.,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_im__attr_life_context_and_constraints_re__c11e118be864""]"
attr_life_context_and_constraints__2nd_mention_cause_of_ner_break_feelings__41ed118737,attr_life_context_and_constraints__2nd_mention_what_r_did_when_felt_ner_break__d29fe9debe,2nd mention cause of ner. break feelings,2nd mention what r did when felt ner. break,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_2n__attr_life_context_and_constraints_2n__3b0519feb556""]"
attr_personality_traits__treat_all_people_equally__494d735604,attr_personality_traits__treat_all_races_and_religions_equally__11ece03e4d,Treat all people equally.,Treat all races and religions equally.,broader_than,0.702,0.9,1,"[""pair_attr_personality_traits_treat_all_pe__attr_personality_traits_treat_all_ra__756750a08a44""]"
attr_worldview_beliefs_and_attitu__r_can_ask_librarian_software_help__776db3d042,attr_worldview_beliefs_and_attitu__r_can_ask_other_family_members_software_help__1becaea408,r can ask librarian software help,r can ask other family members software help,related_but_distinct,0.493,0.85,1,"[""pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__12aaacaf5fda""]"
attr_demographics_and_population__image_of_god_as_healer__0b506d272f,attr_demographics_and_population__image_of_god_as_judge__f917726baa,image of god as healer,image of god as judge,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_ima__attr_demographics_and_population_ima__bfb0a7513614""]"
attr_life_context_and_constraints__military_group4_meets_in_this_area__662b23823a,attr_life_context_and_constraints__youth_group4_meets_in_this_area__36199121a3,military group4 meets in this area,youth group4 meets in this area,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_mi__attr_life_context_and_constraints_yo__1b4c88758755""]"
attr_life_context_and_constraints__engineers_work_for_good_of_humanity__9ab53ad6b1,attr_life_context_and_constraints__scientists_work_for_good_of_humanity__fe8123012f,engineers work for good of humanity,scientists work for good of humanity,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_en__attr_life_context_and_constraints_sc__49847b05839e""]"
attr_demographics_and_population__region__3c73e74157,attr_demographics_and_population__us_region__e5fd2a7dfe,Region,US region,broader_than,0.702,0.9,1,"[""pair_attr_demographics_and_population_reg__attr_demographics_and_population_us__747e59a3b182""]"
attr_cognitive_and_capability_pro__programming_elixir__d45d485271,attr_cognitive_and_capability_pro__programming_erlang__934ada72c4,Programming: Elixir,Programming: Erlang,related_but_distinct,0.522,0.9,1,"[""pair_attr_cognitive_and_capability_pro_pr__attr_cognitive_and_capability_pro_pr__5ecd07e91215""]"
attr_social_identity_relationship__number_of_ppl_in_prison_in_neighborhood__2426db411c,attr_social_identity_relationship__number_of_ppl_in_prison_in_voluntary_association__7690ab2f94,number of ppl in prison in neighborhood,number of ppl in prison in voluntary association,related_but_distinct,0.493,0.85,1,"[""pair_attr_social_identity_relationship_nu__attr_social_identity_relationship_nu__6d2fdd6254f2""]"
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club5__526089738f,merged_attr_01e7c7e5e94a,how many years r been a member of service club5,how many years r born a member of school service group1,related_but_distinct,0.493,0.85,4,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a9a0412ad33b"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__aa21c954da42"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__3f3291b5c224"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a30f240b6dcf""]"
attr_personality_traits__tend_to_dislike_secretive_people__865422ae7b,attr_personality_traits__tend_to_dislike_soft_hearted_people__7f70ee549c,Tend to dislike secretive people.,Tend to dislike soft-hearted people.,related_but_distinct,0.493,0.85,1,"[""pair_attr_personality_traits_tend_to_disl__attr_personality_traits_tend_to_disl__6674c9c5b9d6""]"
attr_demographics_and_population__relationship_of_person_13_to_spouse_of_househo__5982f13c29,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of person 13 to spouse of househo,relationship of person 14 to head of household,related_but_distinct,0.493,0.85,1,"[""pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__75691154cda4""]"
attr_demographics_and_population__relationship_of_4th_person_to_household_head__7a2a3a66b3,attr_demographics_and_population__respondent_s_relationship_to_household_head__e77cfa93eb,relationship of 4th person to household head,respondent's relationship to household head,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_rel__attr_demographics_and_population_res__9c3d29eeda65""]"
