node_id,node_type,label,category,subcategory,size,node_weight,evidence_weight,weight_basis,quality_tier,source_count
attr_worldview_beliefs_and_attitu__bible_is_highest_authority__2976c8ef9e,attribute,bible is highest authority,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__bible_prayer_in_public_schools__13bf785dae,attribute,bible prayer in public schools,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__books_popular_science__6c4661b8dc,attribute,Books: Popular science,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__books_science_fiction__1ddcd263f2,attribute,Books: Science fiction,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__business_leaders_how_much_influence__ae0153fca2,attribute,business leaders how much influence,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__business_people_do_more_for_environment__4f22fb3070,attribute,business people do more for environment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__buy_pesticide_free_fruits_vegetables__903c2dd640,attribute,"buy pesticide free fruits, vegetables","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__car_pollution_danger_to_envir__296aa99953,attribute,car pollution danger to envir,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__car_pollution_danger_to_my_family__54e398f036,attribute,car pollution danger to my family,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__car_pollution_will_increase_in_next_10_yrs__6796b0c743,attribute,car pollution will increase in next 10 yrs,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__car_s_not_imp_cause_of_air_pollution__c57e25c573,attribute,car's not imp cause of air pollution,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__childhood_environment__155350a307,attribute,Childhood environment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__children_attend_catholic_school__09a263ee29,attribute,children attend catholic school,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__children_attend_christian_school__c67169d6ca,attribute,children attend christian school,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__children_attend_home_schooling__a09bcb527f,attribute,children attend home schooling,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__children_attend_other_school__56f1a88ba1,attribute,children attend other school,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__children_attend_private_secular_school__4bfc66ee32,attribute,children attend private secular school,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__civil_liberties_video_surveillance__c18eba59e9,attribute,civil liberties - video surveillance,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__clergy_shouldn_t_try_to_influence_govt_decisions__9e66110734,attribute,clergy shouldn't try to influence govt decisions,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__clergy_shouldn_t_try_to_influence_voters__749b3d0001,attribute,clergy shouldn't try to influence voters,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__climate_change_worry__286f734831,attribute,Climate change worry,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_worldview_beliefs_and_attitu__climate_has_been_changing_due_to_human_activity__5f4b612fd3,attribute,climate has been changing due to human activity,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__cloning_makes_identical_copy__da14fa2a4a,attribute,cloning makes identical copy,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__concerned_about_environment__bccd4a140b,attribute,concerned about environment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_business_and_industry__4b0ece9185,attribute,confidence in business and industry,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_courts_and_legal_system__4da0c5be9c,attribute,confidence in courts and legal system,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_education__b72f677c20,attribute,confidence in education,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_government_departments__52396a1b91,attribute,confidence in government departments,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_schools_and_educ_system__dc12563c22,attribute,confidence in schools and educ system,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_scientific_community__cd6fff16aa,attribute,confidence in scientific community,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__confidence_in_us_congress__7b0771d0ac,attribute,confidence in us congress,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__conscience_should_decide_right_and_wrong__0ebdc153d6,attribute,conscience should decide right and wrong,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__consider_self_to_be_jewish__74af33ae59,attribute,consider self to be jewish,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_creator_and_healer__ce9606b855,attribute,contrast between creator and healer,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_friend_and_king__64679435c9,attribute,contrast between friend and king,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_judge_and_lover__38b33dd3ff,attribute,contrast between judge and lover,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_master_and_spouse__766a7f0a65,attribute,contrast between master and spouse,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_mother_and_father__1f7b419cc5,attribute,contrast between mother and father,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contrast_between_redeemer_and_liberator__480bfa36ae,attribute,contrast between redeemer and liberator,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contributed_money_in_environment__c2c3a23113,attribute,contributed money in environment,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contributed_money_in_political_org_etc__37eb3dcba0,attribute,contributed money in political org. etc,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__contributions_to_arts_culture_humanities__59065b98f2,attribute,contributions to arts culture humanities,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__degree_of_influence_over_what_happens_to_me__6fb952e52e,attribute,degree of influence over what happens to me,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__degree_to_which_faith_is_free_of_doubt__83160c4cb8,attribute,degree to which faith is free of doubt,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__denomination_in_which_r_was_raised__52803e1f0c,attribute,denomination in which r was raised,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__denomination_of_school_children_attended__a03d5741a1,attribute,denomination of school children attended,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__describe_your_beliefs_about_god__ad5f343b6a,attribute,describe your beliefs about god,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__describe_your_feelings_about_the_bible__35b8f074fd,attribute,describe your feelings about the bible,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__desire_to_be_closer_to_god__fe22f3515e,attribute,desire to be closer to god,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__did_r_appear_to_understand_3_box_answer_format__4fd78f37ab,attribute,did r appear to understand 3-box answer format,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__did_r_correctly_name_governor__c1d64bf6a5,attribute,did r correctly name governor,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__did_r_correctly_name_local_school_head__f1a4bf6085,attribute,did r correctly name local school head,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_worldview_beliefs_and_attitu__did_r_correctly_name_us_representative__71ab42dc0d,attribute,did r correctly name us representative,"Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
